153;3948.00;9.80;1029.00;big
154;4938.00;9.85;1240.00;big
154;5009.00;9.50;1344.00;big
155;4721.82;11.40;1497.68;big
155;4742.66;10.00;1361.30;big
155;4802.66;9.90;1438.60;big
156;4705.00;10.50;183.00;small
156;4928.00;9.50;180.00;small
157;5565.00;11.65;162.00;big
157;5475.00;12.55;62.00;big
158;4525.00;12.10;534.00;small
158;4698.00;10.38;511.00;small
159;4630.00;10.43;702.00;big
159;4561.00;10.45;641.00;big
160;4748.00;10.80;777.00;big
160;4699.00;10.38;903.00;big
161;2550.68;12.10;1903.22;small
161;2481.54;10.90;1896.91;small
162;3802.75;11.40;1186.22;big
162;3880.83;18.70;1220.58;big
163;1752.00;9.80;718.00;big
163;1891.00;9.98;912.00;big
163;1916.19;10.40;689.75;big
164;4610.00;9.70;1191.00;big
164;4651.00;11.15;1112.00;big
165;4413.00;14.32;1057.00;big
165;4540.00;10.48;1044.00;big
167;4940.55;16.60;592.59;big
167;5106.00;15.65;516.00;big
167;5027.00;12.98;555.00;big
168;3086.31;9.50;1356.67;small
169;2985.17;9.50;1331.04;big
170;1617.71;9.50;1363.35;big
170;1484.46;9.50;1291.75;big
171;444.40;9.50;1874.48;small
171;685.58;9.50;1794.99;small
173;2892.69;9.50;1679.54;small
173;2907.74;9.50;1626.31;small
174;2892.81;9.50;1816.48;small
174;2955.00;9.50;1921.00;small
178;5579.00;9.75;363.00;big
178;109.00;9.98;430.00;big
181;3530.30;13.00;328.53;big
182;2729.67;16.70;1206.33;small
182;2601.42;10.10;1061.81;small
182;2673.98;15.90;1148.48;small
183;3263.00;12.13;689.00;big
183;3108.00;10.60;823.00;big
184;3161.00;11.75;535.00;big
184;3056.00;14.03;450.00;big
184;3047.00;11.10;660.00;big
185;3334.00;13.15;549.00;big
185;3326.00;10.90;381.00;big
186;4784.00;13.80;1327.00;small
186;4804.00;12.10;1260.00;small
187;4435.00;9.70;596.00;small
187;4377.00;9.90;660.00;small
188;4400.00;10.07;704.00;small
188;4359.00;11.05;781.00;small
189;4308.00;11.65;1025.00;small
189;4305.00;10.63;933.00;small
190;3861.00;11.28;1093.00;big
190;3934.00;9.90;1175.00;big
191;3037.02;12.90;1900.40;small
191;3180.88;11.80;1979.31;small
192;3107.00;11.45;1887.00;big
192;3047.00;11.40;1793.00;big
193;4797.00;11.40;397.00;small
193;4887.00;10.20;433.00;small
194;5081.00;10.05;131.00;small
194;5078.00;10.30;308.00;small
195;4679.00;10.70;281.00;small
195;4930.00;10.00;279.00;small
196;3612.00;10.00;982.00;small
196;3466.00;11.88;1059.00;small
197;1742.22;10.70;1666.27;small
197;1662.24;10.30;1608.97;small
198;1394.00;10.30;1432.00;big
198;1366.00;13.75;1617.00;big
198;1494.00;10.70;1562.00;big
199;1054.00;16.02;1461.00;small
199;1012.00;15.45;1562.00;small
200;4382.00;19.50;1189.00;big
200;4307.00;21.15;1226.00;big
201;1679.80;20.80;636.83;small
201;1744.34;20.30;526.41;small
201;1615.35;10.00;777.32;small
202;3201.84;9.50;1287.57;small
203;3640.27;9.50;1067.25;small
204;1097.29;11.30;1352.19;small
204;1183.64;12.90;1298.38;small
205;1334.88;9.90;1149.04;small
205;1398.11;10.10;1155.67;small
206;3085.22;9.50;1637.66;small
207;2977.70;9.50;1677.77;small
